VID,SPEED,ACCEL,XWay,Lane,Dir,Seg,Pos,ts,te
404,41,0.001,0,1,1,81,430808,1327000,1327001
404,43,0.002,0,1,1,81,430745,1328000,1328001
404,44,0.001,0,1,1,81,430680,1329000,1329001
404,44,0.0,0,1,1,81,430615,1330000,1330001
404,45,0.001,0,1,1,81,430550,1331000,1331001
404,44,-0.001,0,1,1,81,430484,1332000,1332001
404,45,0.001,0,1,1,81,430419,1333000,1333001
404,44,-0.001,0,1,1,81,430354,1334000,1334001
404,44,0.0,0,1,1,81,430289,1335000,1335001
404,45,0.001,0,1,1,81,430223,1336000,1336001
404,44,-0.001,0,1,1,81,430159,1337000,1337001
404,43,-0.001,0,1,1,81,430096,1338000,1338001
404,42,-0.001,0,1,1,81,430035,1339000,1339001
404,41,-0.001,0,1,1,81,429975,1340000,1340001
404,40,-0.001,0,1,1,81,429917,1341000,1341001
404,38,-0.002,0,1,1,81,429861,1342000,1342001
404,37,-0.001,0,1,1,81,429807,1343000,1343001
404,35,-0.002,0,1,1,81,429756,1344000,1344001
404,33,-0.002,0,1,1,81,429707,1345000,1345001
404,32,-0.001,0,1,1,81,429660,1346000,1346001
404,32,0.0,0,1,1,81,429613,1347000,1347001
404,33,0.001,0,1,1,81,429564,1348000,1348001
404,34,0.001,0,1,1,81,429514,1349000,1349001
404,36,0.002,0,1,1,81,429461,1350000,1350001
404,36,0.0,0,1,1,81,429409,1351000,1351001
404,39,0.003,0,1,1,81,429352,1352000,1352001
404,39,0.0,0,1,1,81,429295,1353000,1353001
404,37,-0.002,0,1,1,81,429240,1354000,1354001
404,36,-0.001,0,1,1,81,429188,1355000,1355001
404,35,-0.001,0,1,1,81,429136,1356000,1356001
404,35,0.0,0,1,1,81,429084,1357000,1357001
404,35,0.0,0,1,1,81,429033,1358000,1358001
404,33,-0.002,0,1,1,81,428985,1359000,1359001
404,30,-0.003,0,1,1,81,428941,1360000,1360001
404,28,-0.002,0,1,1,81,428900,1361000,1361001
404,27,-0.001,0,1,1,81,428860,1362000,1362001
404,25,-0.002,0,1,1,81,428824,1363000,1363001
404,21,-0.004,0,1,1,81,428794,1364000,1364001
404,15,-0.006,0,1,1,81,428771,1365000,1365001
404,11,-0.004,0,1,1,81,428755,1366000,1366001
404,9,-0.002,0,1,1,81,428742,1367000,1367001
404,11,0.002,0,1,1,81,428726,1368000,1368001
404,14,0.003,0,1,1,81,428706,1369000,1369001
404,18,0.004,0,1,1,81,428680,1370000,1370001
404,23,0.005,0,1,1,81,428646,1371000,1371001
404,25,0.002,0,1,1,81,428610,1372000,1372001
404,21,-0.004,0,1,1,81,428578,1373000,1373001
404,24,0.003,0,1,1,81,428543,1374000,1374001
404,30,0.006,0,1,1,81,428499,1375000,1375001
404,34,0.004,0,1,1,81,428450,1376000,1376001
404,36,0.002,0,1,1,81,428397,1377000,1377001
404,37,0.001,0,1,1,81,428342,1378000,1378001
404,40,0.003,0,1,1,81,428284,1379000,1379001
404,41,0.001,0,1,1,81,428224,1380000,1380001
404,38,-0.003,0,1,1,81,428168,1381000,1381001
404,35,-0.003,0,1,1,81,428116,1382000,1382001
404,35,0.0,0,1,1,81,428065,1383000,1383001
404,32,-0.003,0,1,1,81,428018,1384000,1384001
404,29,-0.003,0,1,1,81,427975,1385000,1385001
404,30,0.001,0,1,1,81,427932,1386000,1386001
404,29,-0.001,0,1,1,81,427890,1387000,1387001
404,29,0.0,0,1,1,81,427848,1388000,1388001
404,30,0.001,0,1,1,81,427804,1389000,1389001
404,35,0.005,0,1,1,81,427752,1390000,1390001
404,35,0.0,0,1,1,81,427702,1391000,1391001
404,32,-0.003,0,1,1,80,427655,1392000,1392001
404,34,0.002,0,1,1,80,427605,1393000,1393001
404,38,0.004,0,1,1,80,427550,1394000,1394001
404,36,-0.002,0,1,1,80,427496,1395000,1395001
404,33,-0.003,0,1,1,80,427448,1396000,1396001
404,30,-0.003,0,1,1,80,427404,1397000,1397001
404,28,-0.002,0,1,1,80,427363,1398000,1398001
404,28,0.0,0,1,1,80,427321,1399000,1399001
404,25,-0.003,0,1,1,80,427285,1400000,1400001
404,20,-0.005,0,1,1,80,427255,1401000,1401001
404,16,-0.004,0,1,1,80,427231,1402000,1402001
404,16,0.0,0,1,1,80,427208,1403000,1403001
404,15,-0.001,0,1,1,80,427185,1404000,1404001
404,15,0.0,0,1,1,80,427163,1405000,1405001
404,16,0.001,0,1,1,80,427140,1406000,1406001
404,16,0.0,0,1,1,80,427117,1407000,1407001
404,16,0.0,0,1,1,80,427093,1408000,1408001
404,20,0.004,0,1,1,80,427064,1409000,1409001
404,20,0.0,0,1,1,80,427034,1410000,1410001
404,17,-0.003,0,1,1,80,427010,1411000,1411001
404,16,-0.001,0,1,1,80,426987,1412000,1412001
404,13,-0.003,0,1,1,80,426968,1413000,1413001
404,13,0.0,0,1,1,80,426950,1414000,1414001
404,10,-0.003,0,1,1,80,426934,1415000,1415001
404,14,0.004,0,1,1,80,426913,1416000,1416001
404,9,-0.005,0,1,1,80,426900,1417000,1417001
404,12,0.003,0,1,1,80,426883,1418000,1418001
404,12,0.0,0,1,1,80,426865,1419000,1419001
404,9,-0.003,0,1,1,80,426851,1420000,1420001
404,10,0.001,0,1,1,80,426837,1421000,1421001
404,10,0.0,0,1,1,80,426823,1422000,1422001
404,6,-0.004,0,1,1,80,426814,1423000,1423001
404,6,0.0,0,1,1,80,426806,1424000,1424001
404,5,-0.001,0,1,1,80,426799,1425000,1425001
404,5,0.0,0,1,1,80,426791,1426000,1426001
404,4,-0.001,0,1,1,80,426786,1427000,1427001
404,5,0.001,0,1,1,80,426779,1428000,1428001
404,11,0.006,0,1,1,80,426763,1429000,1429001
404,4,-0.007,0,1,1,80,426757,1430000,1430001
404,5,0.001,0,1,1,80,426751,1431000,1431001
404,5,0.0,0,1,1,80,426744,1432000,1432001
404,6,0.001,0,1,1,80,426735,1433000,1433001
404,11,0.005,0,1,1,80,426719,1434000,1434001
404,11,0.0,0,1,1,80,426704,1435000,1435001
404,8,-0.003,0,1,1,80,426692,1436000,1436001
404,8,0.0,0,1,1,80,426680,1437000,1437001
404,9,0.001,0,1,1,80,426667,1438000,1438001
404,7,-0.002,0,1,1,80,426656,1439000,1439001
404,8,0.001,0,1,1,80,426644,1440000,1440001
404,8,0.0,0,1,1,80,426633,1441000,1441001
404,6,-0.002,0,1,1,80,426624,1442000,1442001
404,7,0.001,0,1,1,80,426614,1443000,1443001
404,3,-0.004,0,1,1,80,426609,1444000,1444001
404,3,0.0,0,1,1,80,426605,1445000,1445001
404,8,0.005,0,1,1,80,426594,1446000,1446001
404,10,0.002,0,1,1,80,426580,1447000,1447001
404,6,-0.004,0,1,1,80,426570,1448000,1448001
404,7,0.001,0,1,1,80,426561,1449000,1449001
404,10,0.003,0,1,1,80,426547,1450000,1450001
404,13,0.003,0,1,1,80,426527,1451000,1451001
404,16,0.003,0,1,1,80,426504,1452000,1452001
404,16,0.0,0,1,1,80,426481,1453000,1453001
404,14,-0.002,0,1,1,80,426459,1454000,1454001
404,14,0.0,0,1,1,80,426440,1455000,1455001
404,15,0.001,0,1,1,80,426417,1456000,1456001
404,18,0.003,0,1,1,80,426391,1457000,1457001
404,17,-0.001,0,1,1,80,426365,1458000,1458001
404,17,0.0,0,1,1,80,426341,1459000,1459001
404,19,0.002,0,1,1,80,426313,1460000,1460001
404,19,0.0,0,1,1,80,426286,1461000,1461001
404,23,0.004,0,1,1,80,426253,1462000,1462001
404,25,0.002,0,1,1,80,426216,1463000,1463001
404,24,-0.001,0,1,1,80,426181,1464000,1464001
404,26,0.002,0,1,1,80,426143,1465000,1465001
404,29,0.003,0,1,1,80,426100,1466000,1466001
404,29,0.0,0,1,1,80,426058,1467000,1467001
404,31,0.002,0,1,1,80,426012,1468000,1468001
404,34,0.003,0,1,1,80,425962,1469000,1469001
404,33,-0.001,0,1,1,80,425914,1470000,1470001
404,33,0.0,0,1,1,80,425866,1471000,1471001
404,34,0.001,0,1,1,80,425817,1472000,1472001
404,34,0.0,0,1,1,80,425767,1473000,1473001
404,37,0.003,0,1,1,80,425712,1474000,1474001
404,36,-0.001,0,1,1,80,425660,1475000,1475001
404,34,-0.002,0,1,1,80,425610,1476000,1476001
404,37,0.003,0,1,1,80,425555,1477000,1477001
404,40,0.003,0,1,1,80,425497,1478000,1478001
404,37,-0.003,0,1,1,80,425443,1479000,1479001
404,35,-0.002,0,1,1,80,425391,1480000,1480001
404,38,0.003,0,1,1,80,425335,1481000,1481001
404,37,-0.001,0,1,1,80,425281,1482000,1482001
404,37,0.0,0,1,1,80,425227,1483000,1483001
404,40,0.003,0,1,1,80,425168,1484000,1484001
404,38,-0.002,0,1,1,80,425113,1485000,1485001
404,38,0.0,0,1,1,80,425057,1486000,1486001
404,36,-0.002,0,1,1,80,425005,1487000,1487001
404,33,-0.003,0,1,1,80,424956,1488000,1488001
404,30,-0.003,0,1,1,80,424913,1489000,1489001
404,26,-0.004,0,1,1,80,424874,1490000,1490001
404,24,-0.002,0,1,1,80,424839,1491000,1491001
404,22,-0.002,0,1,1,80,424806,1492000,1492001
404,22,0.0,0,1,1,80,424774,1493000,1493001
404,21,-0.001,0,1,1,80,424743,1494000,1494001
404,26,0.005,0,1,1,80,424705,1495000,1495001
404,30,0.004,0,1,1,80,424661,1496000,1496001
404,28,-0.002,0,1,1,80,424619,1497000,1497001
404,31,0.003,0,1,1,80,424574,1498000,1498001
404,31,0.0,0,1,1,80,424528,1499000,1499001
404,30,-0.001,0,1,1,80,424484,1500000,1500001
404,34,0.004,0,1,1,80,424434,1501000,1501001
404,33,-0.001,0,1,1,80,424386,1502000,1502001
404,35,0.002,0,1,1,80,424334,1503000,1503001
404,36,0.001,0,1,1,80,424282,1504000,1504001
404,36,0.0,0,1,1,80,424229,1505000,1505001
404,40,0.004,0,1,1,80,424171,1506000,1506001
404,41,0.001,0,1,1,80,424110,1507000,1507001
404,40,-0.001,0,1,1,80,424051,1508000,1508001
404,43,0.003,0,1,1,80,423988,1509000,1509001
404,43,0.0,0,1,1,80,423925,1510000,1510001
404,43,0.0,0,1,1,80,423862,1511000,1511001
404,43,0.0,0,1,1,80,423799,1512000,1512001
404,40,-0.003,0,1,1,80,423740,1513000,1513001
404,37,-0.003,0,1,1,80,423685,1514000,1514001
404,35,-0.002,0,1,1,80,423635,1515000,1515001
404,34,-0.001,0,1,1,80,423585,1516000,1516001
404,32,-0.002,0,1,1,80,423538,1517000,1517001
404,31,-0.001,0,1,1,80,423492,1518000,1518001
404,30,-0.001,0,1,1,80,423448,1519000,1519001
404,29,-0.001,0,1,1,80,423406,1520000,1520001
404,27,-0.002,0,1,1,80,423365,1521000,1521001
404,28,0.001,0,1,1,80,423325,1522000,1522001
404,25,-0.003,0,1,1,80,423289,1523000,1523001
404,25,0.0,0,1,1,80,423252,1524000,1524001
404,23,-0.002,0,1,1,80,423219,1525000,1525001
404,18,-0.005,0,1,1,80,423193,1526000,1526001
404,14,-0.004,0,1,1,80,423172,1527000,1527001
404,11,-0.003,0,1,1,80,423156,1528000,1528001
404,11,0.0,0,1,1,80,423140,1529000,1529001
404,11,0.0,0,1,1,80,423124,1530000,1530001
404,6,-0.005,0,1,1,80,423114,1531000,1531001
404,6,0.0,0,1,1,80,423106,1532000,1532001
404,1,-0.005,0,1,1,80,423104,1533000,1533001
404,1,0.0,0,1,1,80,423102,1534000,1534001
404,2,0.001,0,1,1,80,423099,1535000,1535001
404,4,0.002,0,1,1,80,423095,1536000,1536001
404,8,0.004,0,1,1,80,423082,1537000,1537001
404,6,-0.002,0,1,1,80,423073,1538000,1538001
404,7,0.001,0,1,1,80,423063,1539000,1539001
404,10,0.003,0,1,1,80,423049,1540000,1540001
404,10,0.0,0,1,1,80,423034,1541000,1541001
404,11,0.001,0,1,1,80,423018,1542000,1542001
404,10,-0.001,0,1,1,80,423004,1543000,1543001
404,17,0.007,0,1,1,80,422978,1544000,1544001
404,20,0.003,0,1,1,80,422949,1545000,1545001
404,18,-0.002,0,1,1,80,422923,1546000,1546001
404,22,0.004,0,1,1,80,422891,1547000,1547001
404,21,-0.001,0,1,1,80,422860,1548000,1548001
404,25,0.004,0,1,1,80,422823,1549000,1549001
404,29,0.004,0,1,1,80,422780,1550000,1550001
404,27,-0.002,0,1,1,80,422741,1551000,1551001
404,26,-0.001,0,1,1,80,422703,1552000,1552001
404,31,0.005,0,1,1,80,422657,1553000,1553001
404,35,0.004,0,1,1,80,422606,1554000,1554001
404,32,-0.003,0,1,1,80,422560,1555000,1555001
404,32,0.0,0,1,1,80,422513,1556000,1556001
404,36,0.004,0,1,1,80,422459,1557000,1557001
404,35,-0.001,0,1,1,80,422408,1558000,1558001
404,36,0.001,0,1,1,79,422355,1559000,1559001
404,41,0.005,0,1,1,79,422296,1560000,1560001
404,41,0.0,0,1,1,79,422236,1561000,1561001
404,37,-0.004,0,1,1,79,422181,1562000,1562001
404,36,-0.001,0,1,1,79,422129,1563000,1563001
404,40,0.004,0,1,1,79,422070,1564000,1564001
404,42,0.002,0,1,1,79,422008,1565000,1565001
404,39,-0.003,0,1,1,79,421950,1566000,1566001
404,39,0.0,0,1,1,79,421893,1567000,1567001
404,44,0.005,0,1,1,79,421829,1568000,1568001
404,44,0.0,0,1,1,79,421765,1569000,1569001
404,41,-0.003,0,1,1,79,421705,1570000,1570001
404,38,-0.003,0,1,1,79,421650,1571000,1571001
404,39,0.001,0,1,1,79,421593,1572000,1572001
404,40,0.001,0,1,1,79,421533,1573000,1573001
404,39,-0.001,0,1,1,79,421476,1574000,1574001
404,40,0.001,0,1,1,79,421418,1575000,1575001
404,38,-0.002,0,1,1,79,421361,1576000,1576001
404,35,-0.003,0,1,1,79,421311,1577000,1577001
404,31,-0.004,0,1,1,79,421265,1578000,1578001
404,28,-0.003,0,1,1,79,421224,1579000,1579001
404,26,-0.002,0,1,1,79,421186,1580000,1580001
404,26,0.0,0,1,1,79,421148,1581000,1581001
404,23,-0.003,0,1,1,79,421115,1582000,1582001
404,21,-0.002,0,1,1,79,421084,1583000,1583001
404,21,0.0,0,1,1,79,421053,1584000,1584001
404,22,0.001,0,1,1,79,421020,1585000,1585001
404,23,0.001,0,1,1,79,420986,1586000,1586001
404,23,0.0,0,1,1,79,420952,1587000,1587001
404,24,0.001,0,1,1,79,420917,1588000,1588001
404,23,-0.001,0,1,1,79,420883,1589000,1589001
404,24,0.001,0,1,1,79,420848,1590000,1590001
404,24,0.0,0,1,1,79,420813,1591000,1591001
404,23,-0.001,0,1,1,79,420779,1592000,1592001
404,22,-0.001,0,1,1,79,420747,1593000,1593001
404,20,-0.002,0,1,1,79,420717,1594000,1594001
404,21,0.001,0,1,1,79,420687,1595000,1595001
404,19,-0.002,0,1,1,79,420659,1596000,1596001
404,18,-0.001,0,1,1,79,420633,1597000,1597001
404,21,0.003,0,1,1,79,420602,1598000,1598001
404,21,0.0,0,1,1,79,420572,1599000,1599001
404,17,-0.004,0,1,1,79,420547,1600000,1600001
404,15,-0.002,0,1,1,79,420526,1601000,1601001
404,9,-0.006,0,1,1,79,420512,1602000,1602001
404,15,0.006,0,1,1,79,420490,1603000,1603001
404,12,-0.003,0,1,1,79,420473,1604000,1604001
404,4,-0.008,0,1,1,79,420467,1605000,1605001
404,4,0.0,0,1,1,79,420462,1606000,1606001
404,3,-0.001,0,1,1,79,420457,1607000,1607001
404,3,0.0,0,1,1,79,420452,1608000,1608001
404,3,0.0,0,1,1,79,420448,1609000,1609001
404,5,0.002,0,1,1,79,420441,1610000,1610001
404,11,0.006,0,1,1,79,420425,1611000,1611001
404,8,-0.003,0,1,1,79,420414,1612000,1612001
404,10,0.002,0,1,1,79,420400,1613000,1613001
404,13,0.003,0,1,1,79,420381,1614000,1614001
404,15,0.002,0,1,1,79,420359,1615000,1615001
404,17,0.002,0,1,1,79,420335,1616000,1616001
404,19,0.002,0,1,1,79,420307,1617000,1617001
404,20,0.001,0,1,1,79,420277,1618000,1618001
404,22,0.002,0,1,1,79,420245,1619000,1619001
404,24,0.002,0,1,1,79,420209,1620000,1620001
404,26,0.002,0,1,1,79,420172,1621000,1621001
404,28,0.002,0,1,1,79,420131,1622000,1622001
404,28,0.0,0,1,1,79,420090,1623000,1623001
404,29,0.001,0,1,1,79,420047,1624000,1624001
404,30,0.001,0,1,1,79,420003,1625000,1625001
404,31,0.001,0,1,1,79,419957,1626000,1626001
404,32,0.001,0,1,1,79,419910,1627000,1627001
404,33,0.001,0,1,1,79,419862,1628000,1628001
404,35,0.002,0,1,1,79,419811,1629000,1629001
404,35,0.0,0,1,1,79,419760,1630000,1630001
404,36,0.001,0,1,1,79,419707,1631000,1631001
404,37,0.001,0,1,1,79,419654,1632000,1632001
404,34,-0.003,0,1,1,79,419604,1633000,1633001
404,33,-0.001,0,1,1,79,419556,1634000,1634001
404,34,0.001,0,1,1,79,419507,1635000,1635001
404,33,-0.001,0,1,1,79,419458,1636000,1636001
404,36,0.003,0,1,1,79,419405,1637000,1637001
404,36,0.0,0,1,1,79,419352,1638000,1638001
404,34,-0.002,0,1,1,79,419303,1639000,1639001
404,30,-0.004,0,1,1,79,419259,1640000,1640001
404,30,0.0,0,1,1,79,419215,1641000,1641001
404,27,-0.003,0,1,1,79,419176,1642000,1642001
404,24,-0.003,0,1,1,79,419141,1643000,1643001
404,20,-0.004,0,1,1,79,419111,1644000,1644001
404,17,-0.003,0,1,1,79,419087,1645000,1645001
404,14,-0.003,0,1,1,79,419066,1646000,1646001
404,13,-0.001,0,1,1,79,419047,1647000,1647001
404,12,-0.001,0,1,1,79,419029,1648000,1648001
404,13,0.001,0,1,1,79,419010,1649000,1649001
404,13,0.0,0,1,1,79,418991,1650000,1650001
404,13,0.0,0,1,1,79,418973,1651000,1651001
404,12,-0.001,0,1,1,79,418955,1652000,1652001
404,14,0.002,0,1,1,79,418934,1653000,1653001
404,11,-0.003,0,1,1,79,418918,1654000,1654001
404,12,0.001,0,1,1,79,418900,1655000,1655001
404,10,-0.002,0,1,1,79,418887,1656000,1656001
404,10,0.0,0,1,1,79,418871,1657000,1657001
404,9,-0.001,0,1,1,79,418859,1658000,1658001
404,10,0.001,0,1,1,79,418844,1659000,1659001
404,10,0.0,0,1,1,79,418829,1660000,1660001
404,13,0.003,0,1,1,79,418810,1661000,1661001
404,15,0.002,0,1,1,79,418787,1662000,1662001
404,17,0.002,0,1,1,79,418761,1663000,1663001
404,19,0.002,0,1,1,79,418733,1664000,1664001
404,21,0.002,0,1,1,79,418702,1665000,1665001
404,23,0.002,0,1,1,79,418668,1666000,1666001
404,25,0.002,0,1,1,79,418632,1667000,1667001
404,26,0.001,0,1,1,79,418593,1668000,1668001
404,25,-0.001,0,1,1,79,418557,1669000,1669001
404,22,-0.003,0,1,1,79,418525,1670000,1670001
404,23,0.001,0,1,1,79,418491,1671000,1671001
404,25,0.002,0,1,1,79,418455,1672000,1672001
404,27,0.002,0,1,1,79,418416,1673000,1673001
404,30,0.003,0,1,1,79,418372,1674000,1674001
404,32,0.002,0,1,1,79,418325,1675000,1675001
404,32,0.0,0,1,1,79,418279,1676000,1676001
404,33,0.001,0,1,1,79,418230,1677000,1677001
404,34,0.001,0,1,1,79,418180,1678000,1678001
404,34,0.0,0,1,1,79,418130,1679000,1679001
404,33,-0.001,0,1,1,79,418081,1680000,1680001
404,32,-0.001,0,1,1,79,418035,1681000,1681001
404,29,-0.003,0,1,1,79,417992,1682000,1682001
404,27,-0.002,0,1,1,79,417952,1683000,1683001
404,27,0.0,0,1,1,79,417913,1684000,1684001
404,23,-0.004,0,1,1,79,417880,1685000,1685001
404,18,-0.005,0,1,1,79,417853,1686000,1686001
404,16,-0.002,0,1,1,79,417830,1687000,1687001
404,13,-0.003,0,1,1,79,417812,1688000,1688001
404,18,0.005,0,1,1,79,417785,1689000,1689001
404,22,0.004,0,1,1,79,417753,1690000,1690001
404,21,-0.001,0,1,1,79,417722,1691000,1691001
404,24,0.003,0,1,1,79,417686,1692000,1692001
404,30,0.006,0,1,1,79,417643,1693000,1693001
404,34,0.004,0,1,1,79,417593,1694000,1694001
404,38,0.004,0,1,1,79,417537,1695000,1695001
404,41,0.003,0,1,1,79,417477,1696000,1696001
404,43,0.002,0,1,1,79,417414,1697000,1697001
404,41,-0.002,0,1,1,79,417353,1698000,1698001
404,44,0.003,0,1,1,79,417289,1699000,1699001
404,45,0.001,0,1,1,79,417224,1700000,1700001
404,44,-0.001,0,1,1,79,417158,1701000,1701001
404,45,0.001,0,1,1,78,417093,1702000,1702001
404,44,-0.001,0,1,1,78,417028,1703000,1703001
404,43,-0.001,0,1,1,78,416965,1704000,1704001
404,38,-0.005,0,1,1,78,416910,1705000,1705001
404,31,-0.007,0,1,1,78,416865,1706000,1706001
404,24,-0.007,0,1,1,78,416830,1707000,1707001
404,17,-0.007,0,1,1,78,416805,1708000,1708001
404,16,-0.001,0,1,1,78,416782,1709000,1709001
404,15,-0.001,0,1,1,78,416760,1710000,1710001
404,20,0.005,0,1,1,78,416731,1711000,1711001
404,25,0.005,0,1,1,78,416694,1712000,1712001
404,26,0.001,0,1,1,78,416657,1713000,1713001
404,21,-0.005,0,1,1,78,416626,1714000,1714001
404,16,-0.005,0,1,1,78,416603,1715000,1715001
404,17,0.001,0,1,1,78,416579,1716000,1716001
404,18,0.001,0,1,1,78,416553,1717000,1717001
404,15,-0.003,0,1,1,78,416530,1718000,1718001
404,15,0.0,0,1,1,78,416509,1719000,1719001
404,12,-0.003,0,1,1,78,416491,1720000,1720001
404,9,-0.003,0,1,1,78,416478,1721000,1721001
404,8,-0.001,0,1,1,78,416467,1722000,1722001
404,6,-0.002,0,1,1,78,416458,1723000,1723001
404,10,0.004,0,1,1,78,416443,1724000,1724001
404,9,-0.001,0,1,1,78,416430,1725000,1725001
404,7,-0.002,0,1,1,78,416420,1726000,1726001
404,7,0.0,0,1,1,78,416410,1727000,1727001
404,7,0.0,0,1,1,78,416400,1728000,1728001
404,1,-0.006,0,1,1,78,416400,1729000,1729001
404,1,0.0,0,1,1,78,416399,1730000,1730001
404,7,0.006,0,1,1,78,416389,1731000,1731001
404,7,0.0,0,1,1,78,416379,1732000,1732001
404,7,0.0,0,1,1,78,416369,1733000,1733001
404,8,0.001,0,1,1,78,416358,1734000,1734001
404,8,0.0,0,1,1,78,416347,1735000,1735001
404,6,-0.002,0,1,1,78,416338,1736000,1736001
404,9,0.003,0,1,1,78,416324,1737000,1737001
404,8,-0.001,0,1,1,78,416313,1738000,1738001
404,4,-0.004,0,1,1,78,416307,1739000,1739001
404,11,0.007,0,1,1,78,416292,1740000,1740001
404,10,-0.001,0,1,1,78,416278,1741000,1741001
404,2,-0.008,0,1,1,78,416275,1742000,1742001
404,10,0.008,0,1,1,78,416261,1743000,1743001
404,16,0.006,0,1,1,78,416237,1744000,1744001
404,21,0.005,0,1,1,78,416206,1745000,1745001
404,26,0.005,0,1,1,78,416169,1746000,1746001
404,30,0.004,0,1,1,78,416125,1747000,1747001
404,33,0.003,0,1,1,78,416077,1748000,1748001
404,36,0.003,0,1,1,78,416024,1749000,1749001
404,40,0.004,0,1,1,78,415966,1750000,1750001
404,43,0.003,0,1,1,78,415903,1751000,1751001
404,44,0.001,0,1,1,78,415838,1752000,1752001
404,44,0.0,0,1,1,78,415773,1753000,1753001
404,45,0.001,0,1,1,78,415708,1754000,1754001
404,44,-0.001,0,1,1,78,415643,1755000,1755001
404,45,0.001,0,1,1,78,415577,1756000,1756001
404,44,-0.001,0,1,1,78,415512,1757000,1757001
404,44,0.0,0,1,1,78,415447,1758000,1758001
404,45,0.001,0,1,1,78,415382,1759000,1759001
404,44,-0.001,0,1,1,78,415316,1760000,1760001
404,45,0.001,0,1,1,78,415251,1761000,1761001
404,44,-0.001,0,1,1,78,415186,1762000,1762001
404,44,0.0,0,1,1,78,415122,1763000,1763001
404,41,-0.003,0,1,1,78,415063,1764000,1764001
404,37,-0.004,0,1,1,78,415009,1765000,1765001
404,32,-0.005,0,1,1,78,414961,1766000,1766001
404,28,-0.004,0,1,1,78,414920,1767000,1767001
404,27,-0.001,0,1,1,78,414880,1768000,1768001
404,29,0.002,0,1,1,78,414837,1769000,1769001
404,25,-0.004,0,1,1,78,414801,1770000,1770001
404,18,-0.007,0,1,1,78,414775,1771000,1771001
404,13,-0.005,0,1,1,78,414755,1772000,1772001
404,15,0.002,0,1,1,78,414733,1773000,1773001
404,16,0.001,0,1,1,78,414710,1774000,1774001
404,21,0.005,0,1,1,78,414679,1775000,1775001
404,26,0.005,0,1,1,78,414641,1776000,1776001
404,31,0.005,0,1,1,78,414596,1777000,1777001
404,31,0.0,0,1,1,78,414550,1778000,1778001
404,34,0.003,0,1,1,78,414500,1779000,1779001
404,37,0.003,0,1,1,78,414447,1780000,1780001
404,34,-0.003,0,1,1,78,414396,1781000,1781001
404,31,-0.003,0,1,1,78,414352,1782000,1782001
404,25,-0.006,0,1,1,78,414316,1783000,1783001
404,18,-0.007,0,1,1,78,414290,1784000,1784001
404,12,-0.006,0,1,1,78,414272,1785000,1785001
404,13,0.001,0,1,1,78,414252,1786000,1786001
404,16,0.003,0,1,1,78,414228,1787000,1787001
404,13,-0.003,0,1,1,78,414209,1788000,1788001
404,4,-0.009,0,1,1,78,414204,1789000,1789001
404,1,-0.003,0,1,1,78,414203,1790000,1790001
404,1,0.0,0,1,1,78,414202,1791000,1791001
404,2,0.001,0,1,1,78,414199,1792000,1792001
404,4,0.002,0,1,1,78,414193,1793000,1793001
404,6,0.002,0,1,1,78,414184,1794000,1794001
404,8,0.002,0,1,1,78,414172,1795000,1795001
404,11,0.003,0,1,1,78,414156,1796000,1796001
404,12,0.001,0,1,1,78,414139,1797000,1797001
404,13,0.001,0,1,1,78,414120,1798000,1798001
404,15,0.002,0,1,1,78,414098,1799000,1799001
404,16,0.001,0,1,1,78,414074,1800000,1800001
404,15,-0.001,0,1,1,78,414052,1801000,1801001
404,14,-0.001,0,1,1,78,414031,1802000,1802001
404,16,0.002,0,1,1,78,414007,1803000,1803001
404,19,0.003,0,1,1,78,413979,1804000,1804001
404,22,0.003,0,1,1,78,413946,1805000,1805001
404,23,0.001,0,1,1,78,413912,1806000,1806001
404,20,-0.003,0,1,1,78,413883,1807000,1807001
404,15,-0.005,0,1,1,78,413861,1808000,1808001
404,13,-0.002,0,1,1,78,413842,1809000,1809001
404,14,0.001,0,1,1,78,413820,1810000,1810001
404,16,0.002,0,1,1,78,413797,1811000,1811001
404,19,0.003,0,1,1,78,413769,1812000,1812001
404,21,0.002,0,1,1,78,413738,1813000,1813001
404,22,0.001,0,1,1,78,413706,1814000,1814001
404,20,-0.002,0,1,1,78,413676,1815000,1815001
404,20,0.0,0,1,1,78,413646,1816000,1816001
404,22,0.002,0,1,1,78,413614,1817000,1817001
404,25,0.003,0,1,1,78,413578,1818000,1818001
404,27,0.002,0,1,1,78,413539,1819000,1819001
404,30,0.003,0,1,1,78,413494,1820000,1820001
404,30,0.0,0,1,1,78,413450,1821000,1821001
404,33,0.003,0,1,1,78,413401,1822000,1822001
404,32,-0.001,0,1,1,78,413354,1823000,1823001
404,28,-0.004,0,1,1,78,413312,1824000,1824001
404,24,-0.004,0,1,1,78,413277,1825000,1825001
404,24,0.0,0,1,1,78,413242,1826000,1826001
404,26,0.002,0,1,1,78,413203,1827000,1827001
404,29,0.003,0,1,1,78,413161,1828000,1828001
404,31,0.002,0,1,1,78,413115,1829000,1829001
404,33,0.002,0,1,1,78,413067,1830000,1830001
404,32,-0.001,0,1,1,78,413020,1831000,1831001
404,28,-0.004,0,1,1,78,412979,1832000,1832001
404,19,-0.009,0,1,1,78,412952,1833000,1833001
404,8,-0.011,0,1,1,78,412941,1834000,1834001
404,4,-0.004,0,1,1,78,412936,1835000,1835001
